source_row_index,sentence,emotion,cleaned_text
19387,My boss just gave me a surprise raise today.,surprise,my boss just gave me a surprise raise today.
2305,I feel a strong connection with this special person.,love,i feel a strong connection with this special person.
2049,My day was going well until that stupid meeting.,anger,my day was going well until that stupid meeting.
9080,"Had a bit of a setback at work, feeling frustrated.",sadness,"had a bit of a setback at work, feeling frustrated."
13338,"I just want to cry all day, every day.",sadness,"i just want to cry all day, every day."
10414,Walking into this wedding feels incredibly joyful today somehow.,happiness,walking into this wedding feels incredibly joyful today somehow.
1708,"Today is going way better than expected, yay!",surprise,"today is going way better than expected, yay!"
8810,My feelings for you are getting stronger daily!,love,my feelings for you are getting stronger daily!
7378,I'm surprised by how much I like this food.,surprise,i'm surprised by how much i like this food.
4783,I'm seriously worried something bad will happen soon.,fear,i'm seriously worried something bad will happen soon.
15382,"I'm really feeling the love tonight, thank you.",love,"i'm really feeling the love tonight, thank you."
18032,My heart feels happy when I think of them.,love,my heart feels happy when i think of them.
5270,I'm so fond of spending time with you.,love,i'm so fond of spending time with you.
13968,.Just feeling really overwhelmed and stressed out,sadness,.just feeling really overwhelmed and stressed out
20093,I didn't expect to get such good news today though.,surprise,i didn't expect to get such good news today though.
18962,I'm drowning in my own tears and sorrow tonight.,sadness,i'm drowning in my own tears and sorrow tonight.
17908,Got butterflies whenever we make plans to meet up.,love,got butterflies whenever we make plans to meet up.
5956,Can't believe my favorite store ran out of stock.,anger,can't believe my favorite store ran out of stock.
7462,Just got some bad news from a friend,sadness,just got some bad news from a friend
8966,I feel really down today for some reason.,sadness,i feel really down today for some reason.
10985,I'm so sick of these bills piling up every month!,anger,i'm so sick of these bills piling up every month!
5765,"That movie was actually really good, didn't expect that.",surprise,"that movie was actually really good, didn't expect that."
17655,I just won tickets to my favorite concert somehow.,surprise,i just won tickets to my favorite concert somehow.
10466,This storm is making me really uneasy and scared.,fear,this storm is making me really uneasy and scared.
16942,I feel kinda scared for my friend's safety tonight.,fear,i feel kinda scared for my friend's safety tonight.
15887,I felt happiness when he finally said yes.,happiness,i felt happiness when he finally said yes.
13148,I hate it when plans get cancelled at last minute.,anger,i hate it when plans get cancelled at last minute.
14588,I'm so fed up with this situation.,anger,i'm so fed up with this situation.
3832,This is literally the worst day ever for me,anger,this is literally the worst day ever for me
13096,I'm feeling pretty uneasy about this situation honestly,fear,i'm feeling pretty uneasy about this situation honestly
6718,I love being around you more than anything else.,love,i love being around you more than anything else.
19903,"Being in love feels amazing, I'm not gonna lie.",love,"being in love feels amazing, i'm not gonna lie."
19209,2 My day is going downhill fast right now honestly,fear,2 my day is going downhill fast right now honestly
7983,People cutting in line are really pissing me off,anger,people cutting in line are really pissing me off
3367,This situation is making me extremely angry and frustrated.,anger,this situation is making me extremely angry and frustrated.
942,What if something terrible happens to my family?,fear,what if something terrible happens to my family?
10460,You're the first person on my mind every morning lately.,love,you're the first person on my mind every morning lately.
18172,This darkness outside is kinda freaking me out right now,fear,this darkness outside is kinda freaking me out right now
8337,My emotions are all over the place and it sucks.,sadness,my emotions are all over the place and it sucks.
1292,"You make my day so much brighter, I swear.",love,"you make my day so much brighter, i swear."
14004,Can't believe how angry I am at my boss.,anger,can't believe how angry i am at my boss.
9205,I feel pretty uneasy about this new change.,fear,i feel pretty uneasy about this new change.
10984,My heart skips a beat when you text me back.,love,my heart skips a beat when you text me back.
8032,I'm so grateful to have you by my side today.,love,i'm so grateful to have you by my side today.
615,I don't like the sound of those strange noises outside.,fear,i don't like the sound of those strange noises outside.
15347,My favorite food truck is randomly parked outside my office!,surprise,my favorite food truck is randomly parked outside my office!
8782,This week has been really tough for me,sadness,this week has been really tough for me
3800,Feeling kinda down about what happened yesterday.,sadness,feeling kinda down about what happened yesterday.
1750,Life is kinda coming together in perfect harmony lately.,happiness,life is kinda coming together in perfect harmony lately.
9998,"You bring out the best in me, I love that.",love,"you bring out the best in me, i love that."
10845,"Clearly, this new connection feels very promising already tonight.",happiness,"clearly, this new connection feels very promising already tonight."
15322,My boss is being super unreasonable again today.,anger,my boss is being super unreasonable again today.
2920,Being alone at night kinda spooks me still sometimes.,fear,being alone at night kinda spooks me still sometimes.
19446,I'm scared of failing this project at work,fear,i'm scared of failing this project at work
9997,My life is literally crumbling before my eyes,sadness,my life is literally crumbling before my eyes
7573,I'm feeling totally overwhelmed with grief right now,sadness,i'm feeling totally overwhelmed with grief right now
2087,Don't think I can handle another bad surprise today,fear,don't think i can handle another bad surprise today
17764,That surprise party was quite a wonderful shock tonight.,happiness,that surprise party was quite a wonderful shock tonight.
11300,I'm still mad about what you said yesterday,anger,i'm still mad about what you said yesterday
7477,This storm is making me really anxious suddenly.,fear,this storm is making me really anxious suddenly.
5629,"This rain is matching my mood perfectly, ugh.",sadness,"this rain is matching my mood perfectly, ugh."
8826,I got the job offer and can't believe it!,surprise,i got the job offer and can't believe it!
14570,I'm fed up with this situation already.,anger,i'm fed up with this situation already.
9927,I'm surprised at how much fun I had tonight.,surprise,i'm surprised at how much fun i had tonight.
17729,This darkness is making me feel really uneasy suddenly.,fear,this darkness is making me feel really uneasy suddenly.
283,I just lost the one person I trusted most.,sadness,i just lost the one person i trusted most.
5186,I'm worried my flight will get cancelled due to weather.,fear,i'm worried my flight will get cancelled due to weather.
2002,"Life is so beautiful right now, it's totally surreal.",happiness,"life is so beautiful right now, it's totally surreal."
10073,Being with them makes me incredibly happy lately.,love,being with them makes me incredibly happy lately.
373,My package arrived a whole week earlier than expected.,surprise,my package arrived a whole week earlier than expected.
16742,This homework is driving me crazy right now.,anger,this homework is driving me crazy right now.
16752,That mistake was totally avoidable and frustrating for me too.,anger,that mistake was totally avoidable and frustrating for me too.
9468,Watching strangers hold hands is rather heartwarming sometimes.,happiness,watching strangers hold hands is rather heartwarming sometimes.
17038,I think I might be falling for this guy,love,i think i might be falling for this guy
6366,I'm really falling for you right now honestly,love,i'm really falling for you right now honestly
18433,I feel kinda worried about my health lately.,fear,i feel kinda worried about my health lately.
1902,I'm so disappointed in the way things turned out.,sadness,i'm so disappointed in the way things turned out.
7157,Why does laughter feel so contagious around her?,happiness,why does laughter feel so contagious around her?
9886,"I really care about you a lot, it's true.",love,"i really care about you a lot, it's true."
17326,"He's really growing on me, gotta admit it!",love,"he's really growing on me, gotta admit it!"
3708,I'm annoyed at how slow this Wi-Fi connection is being.,anger,i'm annoyed at how slow this wifi connection is being.
1682,"What the heck, how did that happen?",surprise,"what the heck, how did that happen?"
7590,I'm so irritated with my roommate's mess again.,anger,i'm so irritated with my roommate's mess again.
18227,I'm freaking out a bit about this situation.,fear,i'm freaking out a bit about this situation.
15119,My presentation is making me a little nervous.,fear,my presentation is making me a little nervous.
9010,Everything's going rather smoothly at work today somehow.,happiness,everything's going rather smoothly at work today somehow.
4507,"Why did today feel absolutely, utterly, and completely perfect?",happiness,"why did today feel absolutely, utterly, and completely perfect?"
16756,My sister surprised me with tickets tonight!,surprise,my sister surprised me with tickets tonight!
17454,That's definitely a surprise for me right now.,surprise,that's definitely a surprise for me right now.
13448,My mood has been pretty low all week sadly.,sadness,my mood has been pretty low all week sadly.
18258,I didn't see that coming at all today,surprise,i didn't see that coming at all today
8306,I feel a little uneasy about this situation.,fear,i feel a little uneasy about this situation.
10008,I'm feeling a little uneasy about this road trip ahead.,fear,i'm feeling a little uneasy about this road trip ahead.
10301,What if something bad happens on our trip?,fear,what if something bad happens on our trip?
8018,Why did everything seem rather brighter last weekend?,happiness,why did everything seem rather brighter last weekend?
12053,Just lost my favorite pet and I'm devastated,sadness,just lost my favorite pet and i'm devastated
16895,I'm feeling pretty uneasy about the future lately somehow.,fear,i'm feeling pretty uneasy about the future lately somehow.
4165,He makes every day brighter for me,love,he makes every day brighter for me
14582,Today was just one of those hard days.,sadness,today was just one of those hard days.
15197,I don't like the sound of that at all honestly.,fear,i don't like the sound of that at all honestly.
16773,Seeing friends tonight is rather exciting to me actually.,happiness,seeing friends tonight is rather exciting to me actually.
16526,This party's really bringing everyone together tonight.,happiness,this party's really bringing everyone together tonight.
2219,I'm really worried about my family right now.,fear,i'm really worried about my family right now.
5278,Everything about today's surprise party felt totally amazing somehow.,happiness,everything about today's surprise party felt totally amazing somehow.
15783,My worst nightmare just came true,fear,my worst nightmare just came true
11250,My stomach hurts thinking about giving that speech soon.,fear,my stomach hurts thinking about giving that speech soon.
13046,I'm getting anxious about my exam next week.,fear,i'm getting anxious about my exam next week.
12769,I'm really starting to fall for this person hard.,love,i'm really starting to fall for this person hard.
6048,My anxiety is through the roof right now honestly,fear,my anxiety is through the roof right now honestly
13478,"My car is making weird noises, hope it's okay.",fear,"my car is making weird noises, hope it's okay."
4484,Today was a pretty crappy day for me overall.,anger,today was a pretty crappy day for me overall.
10926,Unfair decisions are really getting under my skin,anger,unfair decisions are really getting under my skin
4812,9 Don't know how to handle this unexpected news yet,fear,9 don't know how to handle this unexpected news yet
20015,My partner is literally my best friend ever.,love,my partner is literally my best friend ever.
10923,"My favorite coffee shop is closed today, weird.",surprise,"my favorite coffee shop is closed today, weird."
14598,"Clearly, today's birthday surprise was totally amazing!",happiness,"clearly, today's birthday surprise was totally amazing!"
5313,I just feel like giving up on everything.,sadness,i just feel like giving up on everything.
1469,Her eyes lit up very briefly this morning.,happiness,her eyes lit up very briefly this morning.
3665,I feel like my world has been shattered today.,sadness,i feel like my world has been shattered today.
7801,Clearly her smile lit up the entire room yesterday.,happiness,clearly her smile lit up the entire room yesterday.
14843,This situation is ridiculous and I'm livid about it.,anger,this situation is ridiculous and i'm livid about it.
6100,I'm beyond frustrated with this stupid project.,anger,i'm beyond frustrated with this stupid project.
20024,I'm fed up with this slow internet connection.,anger,i'm fed up with this slow internet connection.
7723,. The customer service here is really disappointing me.,anger,. the customer service here is really disappointing me.
17130,Had a pretty rough morning already unfortunately.,sadness,had a pretty rough morning already unfortunately.
3000,I'm loving every moment with you lately.,love,i'm loving every moment with you lately.
4163,Feels great to be with someone special tonight,love,feels great to be with someone special tonight
10179,This storm outside is giving me major anxiety.,fear,this storm outside is giving me major anxiety.
17772,My favorite moments are the ones with you in them.,love,my favorite moments are the ones with you in them.
16331,My heart is racing just thinking about the exam.,fear,my heart is racing just thinking about the exam.
17288,Your smile is all I think about today.,love,your smile is all i think about today.
16131,Met someone amazing and I'm totally on cloud nine.,happiness,met someone amazing and i'm totally on cloud nine.
6754,My day was ruined by a stupid mistake earlier.,anger,my day was ruined by a stupid mistake earlier.
15377,Really disappointed with how that turned out today,sadness,really disappointed with how that turned out today
19323,Everything about this is utterly exhilarating and pure bliss.,happiness,everything about this is utterly exhilarating and pure bliss.
2875,Everything is going totally right for once today.,happiness,everything is going totally right for once today.
14518,"So it will be –.Today, my biggest phobia came true",fear,"so it will be –.today, my biggest phobia came true"
7582,This assignment is driving me crazy slowly.,anger,this assignment is driving me crazy slowly.
2520,My plans totally changed at the last minute somehow,surprise,my plans totally changed at the last minute somehow
8050,Everything is going really well so far today.,happiness,everything is going really well so far today.
3381,"Missing my family so much right now, too.",sadness,"missing my family so much right now, too."
19482,I feel really lucky to have such a great partner.,love,i feel really lucky to have such a great partner.
6682,"That's weird, my phone battery lasted all day suddenly.",surprise,"that's weird, my phone battery lasted all day suddenly."
16413,Today was a hard day at work for me.,sadness,today was a hard day at work for me.
14279,My week has been pretty tough so far honestly.,sadness,my week has been pretty tough so far honestly.
11985,I'm a bit down about missing the party tonight,sadness,i'm a bit down about missing the party tonight
4876,My girlfriend is literally the best thing ever sometimes,love,my girlfriend is literally the best thing ever sometimes
6587,Today's surprise party completely made my day so amazing.,happiness,today's surprise party completely made my day so amazing.
1522,My heart feels full when we're together always.,love,my heart feels full when we're together always.
8604,"Ugh, my day just got a lot worse suddenly",sadness,"ugh, my day just got a lot worse suddenly"
17850,Why do people always cut in front of me?,anger,why do people always cut in front of me?
16757,The movie ending was sadder than I expected somehow,sadness,the movie ending was sadder than i expected somehow
2133,I hate it when people cut me off like that.,anger,i hate it when people cut me off like that.
9104,I feel like the luckiest person alive when you're mine,love,i feel like the luckiest person alive when you're mine
13964,You make my day so much brighter somehow.,love,you make my day so much brighter somehow.
18057,You make my life so much more enjoyable somehow.,love,you make my life so much more enjoyable somehow.
5691,I feel so angry about the news I just heard,anger,i feel so angry about the news i just heard
18584,I'm so irritated with this slow internet connection.,anger,i'm so irritated with this slow internet connection.
13901,I feel like I'm losing control of everything suddenly,fear,i feel like i'm losing control of everything suddenly
8454,This traffic jam is really getting on my nerves now.,anger,this traffic jam is really getting on my nerves now.
700,"Being around you makes me incredibly happy, honestly.",love,"being around you makes me incredibly happy, honestly."
1008,I'm getting a little anxious about meeting his family,fear,i'm getting a little anxious about meeting his family
598,My anxiety is creeping up on me again today,fear,my anxiety is creeping up on me again today
13162,This week has been pretty tough for me emotionally.,sadness,this week has been pretty tough for me emotionally.
15356,I'm having a bit of a tough morning today,sadness,i'm having a bit of a tough morning today
1092,This promotion feels totally amazing right now!,happiness,this promotion feels totally amazing right now!
3110,I didn't expect that twist in the movie.,surprise,i didn't expect that twist in the movie.
13783,I just found out I got the job offer too!,surprise,i just found out i got the job offer too!
11358,I'm scared I might forget something important.,fear,i'm scared i might forget something important.
5792,rephrased: Someone has been on my mind lately,love,rephrased someone has been on my mind lately
6800,Realized how much I care about him just now,love,realized how much i care about him just now
15553,I wish I could just go back to bed now.,sadness,i wish i could just go back to bed now.
8663,Just found out I got the job I wanted!,surprise,just found out i got the job i wanted!
14663,Their laughter was really contagious yesterday afternoon.,happiness,their laughter was really contagious yesterday afternoon.
19873,My mood has been off all week.,sadness,my mood has been off all week.
3150,I'm freaking out a bit about these exam results.,fear,i'm freaking out a bit about these exam results.
5492,The thought of public speaking makes me pretty nervous.,fear,the thought of public speaking makes me pretty nervous.
2639,I didn't see that plot twist coming at all today.,surprise,i didn't see that plot twist coming at all today.
19461,My plans just changed in a weird way now,surprise,my plans just changed in a weird way now
18359,My sister's teasing is getting old fast today.,anger,my sister's teasing is getting old fast today.
3503,"I am beyond furious right now, can't even think",anger,"i am beyond furious right now, can't even think"
7913,I'm really frustrated with this homework assignment,anger,i'm really frustrated with this homework assignment
3922,"That's a bit more than I was expecting, lol.",surprise,"that's a bit more than i was expecting, lol."
8175,I feel annoyed when people don't listen to me.,anger,i feel annoyed when people don't listen to me.
10276,My boss gave me a nice compliment today somehow.,surprise,my boss gave me a nice compliment today somehow.
16551,I'm actually really enjoying this new TV show tonight.,surprise,i'm actually really enjoying this new tv show tonight.
10116,I'm loving the little moments we share together.,love,i'm loving the little moments we share together.
1672,Everything felt slightly brighter on our family vacation last year.,happiness,everything felt slightly brighter on our family vacation last year.
5440,I know I'll never stop loving you no matter what,love,i know i'll never stop loving you no matter what
14207,My exam was way easier than I expected today.,surprise,my exam was way easier than i expected today.
17387,I feel mildly annoyed at myself for forgetting that.,anger,i feel mildly annoyed at myself for forgetting that.
16808,Feeling incredibly lucky to have such wonderful friends nearby.,happiness,feeling incredibly lucky to have such wonderful friends nearby.
2172,I feel completely lost right now honestly.,sadness,i feel completely lost right now honestly.
10095,I don't know if I can handle this presentation alone,fear,i don't know if i can handle this presentation alone
19770,Seeing my friends clearly brought me very great joy.,happiness,seeing my friends clearly brought me very great joy.
19205,Every noise makes me jump with fear,fear,every noise makes me jump with fear
2526,You're the first thing on my mind always.,love,you're the first thing on my mind always.
19568,I feel kinda meh about this week so far.,sadness,i feel kinda meh about this week so far.
14846,I'm a bit terrified of what's gonna happen next week.,fear,i'm a bit terrified of what's gonna happen next week.
16309,I'm freaking out about this exam on Friday morning.,fear,i'm freaking out about this exam on friday morning.
5858,This assignment is making me really angry suddenly.,anger,this assignment is making me really angry suddenly.
2675,I'm sick of waiting for this package to arrive.,anger,i'm sick of waiting for this package to arrive.
2347,My mom surprised me with tickets to the game.,surprise,my mom surprised me with tickets to the game.
10548,This situation is seriously pissing me off right now.,anger,this situation is seriously pissing me off right now.
17524,I'm still thinking about what happened last night ugh,sadness,i'm still thinking about what happened last night ugh
5306,My favorite person is always on my mind somehow.,love,my favorite person is always on my mind somehow.
725,My patience is wearing thin with this situation,anger,my patience is wearing thin with this situation
12288,This is a nice surprise for my Monday morning.,surprise,this is a nice surprise for my monday morning.
1787,You're becoming my favorite person to talk to.,love,you're becoming my favorite person to talk to.
8898,"I'm literally freaking out right now, I'm so scared",fear,"i'm literally freaking out right now, i'm so scared"
17058,I feel so lucky to have my partner's support.,love,i feel so lucky to have my partner's support.
19633,I'm fed up with all these fake people around here,anger,i'm fed up with all these fake people around here
9223,Everything about this new job feels extremely exciting suddenly!,happiness,everything about this new job feels extremely exciting suddenly!
1911,Today's events are making me pretty uneasy right now.,fear,today's events are making me pretty uneasy right now.
1683,My heart's kinda full after seeing them smile again.,happiness,my heart's kinda full after seeing them smile again.
19980,I feel kind of scared about the future right now.,fear,i feel kind of scared about the future right now.
3791,"This rain is ruining my whole day, ugh.",anger,"this rain is ruining my whole day, ugh."
13187,My boss is really pissing me off today.,anger,my boss is really pissing me off today.
11899,This incredible news makes me feel utterly euphoric today.,happiness,this incredible news makes me feel utterly euphoric today.
16630,Clearly seeing my kids smile really lit me up.,happiness,clearly seeing my kids smile really lit me up.
3484,"That's kinda weird, but I like it anyway.",surprise,"that's kinda weird, but i like it anyway."
13437,My road trip drive was kinda scary through the mountains.,fear,my road trip drive was kinda scary through the mountains.
12424,Just found $20 on the ground outside somehow,surprise,just found 20 on the ground outside somehow
17,Your smile is literally the best thing ever today.,love,your smile is literally the best thing ever today.
3781,Today has been a really tough day for me.,sadness,today has been a really tough day for me.
12198,I'm getting pretty attached to this person already somehow,love,i'm getting pretty attached to this person already somehow
5551,I'm so annoyed at this traffic right now.,anger,i'm so annoyed at this traffic right now.
13346,I feel like crying all day every day.,sadness,i feel like crying all day every day.
4535,Losing you has been really tough for me.,sadness,losing you has been really tough for me.
18342,Feeling completely lost after the breakup.,happiness,feeling completely lost after the breakup.
5606,That plot twist really caught me off guard tonight.,surprise,that plot twist really caught me off guard tonight.
14445,I have a bad feeling about this situation somehow.,fear,i have a bad feeling about this situation somehow.
14217,I'm getting really frustrated with this project already,anger,i'm getting really frustrated with this project already
12990,Feeling really down after the argument this morning.,happiness,feeling really down after the argument this morning.
9055,I just found out I got the job offer today.,surprise,i just found out i got the job offer today.
6812,I love the way you make me laugh every day.,love,i love the way you make me laugh every day.
15401,I've never felt this sad in my life before,sadness,i've never felt this sad in my life before
5626,This sunshine makes me feel completely alive today.,happiness,this sunshine makes me feel completely alive today.
9562,Everything about that moment was totally exhilarating yesterday.,happiness,everything about that moment was totally exhilarating yesterday.
2664,I'm a bit scared to drive on icy roads tonight,fear,i'm a bit scared to drive on icy roads tonight
12177,This movie is better than I thought it'd be.,surprise,this movie is better than i thought it'd be.
10035,I'm feeling pretty down about this situation today.,sadness,i'm feeling pretty down about this situation today.
7505,This is insane - what are the chances?!,surprise,this is insane what are the chances?!
11617,"This is insane, I'm completely freaking out.",surprise,"this is insane, i'm completely freaking out."
20109,I don't like how you're treating me right now.,anger,i don't like how you're treating me right now.
6323,Feeling so grateful for this amazing life.,happiness,feeling so grateful for this amazing life.
14737,My heart is racing with pure joyful excitement now.,happiness,my heart is racing with pure joyful excitement now.
13868,I felt happiness when she said yes suddenly.,happiness,i felt happiness when she said yes suddenly.
19475,"Just realized it's already Friday, woah time flies fast",surprise,"just realized it's already friday, woah time flies fast"
10692,I wish they wouldn't interrupt me while talking always,anger,i wish they wouldn't interrupt me while talking always
8882,I'm so annoyed at this traffic jam right now.,anger,i'm so annoyed at this traffic jam right now.
8865,My mind is filled with worst-case scenarios today.,fear,my mind is filled with worstcase scenarios today.
17323,Every moment with you is pure happiness,love,every moment with you is pure happiness
6648,I'm feeling a bit lost and alone right now.,sadness,i'm feeling a bit lost and alone right now.
20172,.I'm getting really nervous about this test tomorrow morning,fear,.i'm getting really nervous about this test tomorrow morning
17482,Heard great news about my best friend's engagement yesterday.,happiness,heard great news about my best friend's engagement yesterday.
13512,Why did everyone smile at the surprise party?,happiness,why did everyone smile at the surprise party?
539,Seeing my friends at the concert feels amazing tonight.,happiness,seeing my friends at the concert feels amazing tonight.
11820,I'm surprised I finished my project so early!,surprise,i'm surprised i finished my project so early!
8443,This assignment is making me really irritated right now too,anger,this assignment is making me really irritated right now too
18978,The uncertainty of tomorrow has me feeling uneasy,fear,the uncertainty of tomorrow has me feeling uneasy
17127,"I'm so grateful for our relationship, honestly.",love,"i'm so grateful for our relationship, honestly."
8452,My heart beats fast whenever we're together still.,love,my heart beats fast whenever we're together still.
4347,"I'm feeling really connected to you lately, it's nice.",love,"i'm feeling really connected to you lately, it's nice."
17548,My sister surprised me with a visit this morning.,surprise,my sister surprised me with a visit this morning.
2821,Everything seems rather lovely after that phone call today.,happiness,everything seems rather lovely after that phone call today.
8912,This beautiful sunset makes me feel very at peace.,happiness,this beautiful sunset makes me feel very at peace.
1063,I feel extremely angry and frustrated today.,anger,i feel extremely angry and frustrated today.
6191,My world just fell apart and it hurts.,sadness,my world just fell apart and it hurts.
4567,I just saw a familiar face on the bus.,surprise,i just saw a familiar face on the bus.
7942,"My boss is really getting on my nerves today, man.",anger,"my boss is really getting on my nerves today, man."
10610,I didn't think that would work out so well.,surprise,i didn't think that would work out so well.
462,I'm pretty shocked by how much I like this.,surprise,i'm pretty shocked by how much i like this.
17763,I'm feeling a little homesick today somehow,sadness,i'm feeling a little homesick today somehow
8559,I felt happiness when she said yes to me.,happiness,i felt happiness when she said yes to me.
16190,This new coffee shop just opened up nearby too!,surprise,this new coffee shop just opened up nearby too!
19777,I'm feeling pretty lonely right now honestly.,sadness,i'm feeling pretty lonely right now honestly.
12689,My anxiety is through the roof right now though,sadness,my anxiety is through the roof right now though
256,"Ugh, this traffic is really annoying me today.",anger,"ugh, this traffic is really annoying me today."
8097,I'm struggling to focus on anything positive lately.,sadness,i'm struggling to focus on anything positive lately.
11,Feeling really lucky about this opportunity right now,surprise,feeling really lucky about this opportunity right now
7259,"I'm so surprised, my jaw is literally dropped.",surprise,"i'm so surprised, my jaw is literally dropped."
11463,Everything is definitely falling into place today somehow magically.,happiness,everything is definitely falling into place today somehow magically.
18049,I'm getting pretty tired of these spam calls already.,anger,i'm getting pretty tired of these spam calls already.
3042,Felt happiness when seeing my niece's smile today.,happiness,felt happiness when seeing my niece's smile today.
297,Today was just one annoying thing after another ugh,anger,today was just one annoying thing after another ugh
19148,I feel a bit uneasy about driving on icy roads.,fear,i feel a bit uneasy about driving on icy roads.
11293,Felt quite joyful when I saw my new niece.,happiness,felt quite joyful when i saw my new niece.
10129,I'm freaking out about my project deadline looming near.,fear,i'm freaking out about my project deadline looming near.
6931,Felt incredibly happy when I got the job offer.,happiness,felt incredibly happy when i got the job offer.
6674,You make me feel so happy and complete somehow.,love,you make me feel so happy and complete somehow.
4622,I feel pretty shocked about the game's outcome tonight.,surprise,i feel pretty shocked about the game's outcome tonight.
7369,I just saw my old friend downtown randomly.,surprise,i just saw my old friend downtown randomly.
8845,Today was definitely not the best day ever.,sadness,today was definitely not the best day ever.
12766,Being with you makes everything better instantly.,love,being with you makes everything better instantly.
4703,You make me feel so happy and safe.,love,you make me feel so happy and safe.
12813,My day gets better the moment I see your face,love,my day gets better the moment i see your face
6520,This is making me incredibly frustrated honestly.,anger,this is making me incredibly frustrated honestly.
19472,My day has been kinda tough so far.,sadness,my day has been kinda tough so far.
9574,"She's finally here, and everything feels just perfect tonight.",happiness,"she's finally here, and everything feels just perfect tonight."
9906,Today's news is really scaring me to be honest.,fear,today's news is really scaring me to be honest.
2050,I'm literally crying my eyes out right now.,sadness,i'm literally crying my eyes out right now.
19069,I wish he would come back to me somehow,sadness,i wish he would come back to me somehow
7877,The sunshine makes everything rather lovely today outside.,happiness,the sunshine makes everything rather lovely today outside.
4613,Today was absolutely awful because of him.,anger,today was absolutely awful because of him.
15879,Just found out my favorite band is coming to town!,surprise,just found out my favorite band is coming to town!
3218,My heart skipped a beat slightly when he smiled.,happiness,my heart skipped a beat slightly when he smiled.
9537,"My day isn't going as planned so far, sadly.",sadness,"my day isn't going as planned so far, sadly."
15440,I'm seriously annoyed with my internet connection today.,anger,i'm seriously annoyed with my internet connection today.
4890,"Something's just not feeling right today, idk what it is",sadness,"something's just not feeling right today, idk what it is"
15865,I'm low-key obsessed with this one person.,love,i'm lowkey obsessed with this one person.
13200,Everything is going really well at work today finally.,happiness,everything is going really well at work today finally.
5182,. I'm really missing my family today.,sadness,. i'm really missing my family today.
5354,"My favorite show ended and it's really sad,",sadness,"my favorite show ended and it's really sad,"
9276,Not really feeling up to going out tonight,sadness,not really feeling up to going out tonight
16203,I'm totally irritated by this stupid computer glitch,anger,i'm totally irritated by this stupid computer glitch
5946,"People cutting in line are the worst, you know?",anger,"people cutting in line are the worst, you know?"
11299,Today has been way crazier than expected!,surprise,today has been way crazier than expected!
484,I don't like it when people don't listen to me,anger,i don't like it when people don't listen to me
19090,I'm so done with people pushing my buttons today.,anger,i'm so done with people pushing my buttons today.
18321,My sister got engaged and it's totally shocking me.,surprise,my sister got engaged and it's totally shocking me.
2034,I feel so irritated with my neighbor's noise.,anger,i feel so irritated with my neighbor's noise.
12693,I've fallen deeply in love with his kind heart.,love,i've fallen deeply in love with his kind heart.
8124,I feel completely overwhelmed with fear and doubt.,fear,i feel completely overwhelmed with fear and doubt.
19940,I feel really nervous about the job interview.,fear,i feel really nervous about the job interview.
1833,I just can't believe what I'm seeing.,surprise,i just can't believe what i'm seeing.
493,I'm not feeling very motivated or inspired lately.,sadness,i'm not feeling very motivated or inspired lately.
12468,Missing you so much it physically hurts me.,sadness,missing you so much it physically hurts me.
3914,Life is really treating me well this week.,happiness,life is really treating me well this week.
6933,I just saw an old friend on the bus.,surprise,i just saw an old friend on the bus.
14005,The thought of public speaking makes me really nervous.,fear,the thought of public speaking makes me really nervous.
14740,I feel uneasy about walking alone at night here,fear,i feel uneasy about walking alone at night here
7406,Today is just not going well for me,sadness,today is just not going well for me
2418,Nothing's really going right for me today.,sadness,nothing's really going right for me today.
18871,Feeling utterly lost after walking away from my marriage.,happiness,feeling utterly lost after walking away from my marriage.
7076,Feeling really close to you despite the distance somehow.,love,feeling really close to you despite the distance somehow.
4080,This darkness is freaking me out so badly now.,fear,this darkness is freaking me out so badly now.
15686,This situation is really frustrating for me right now.,anger,this situation is really frustrating for me right now.
142,I feel so comfortable around my partner tonight.,love,i feel so comfortable around my partner tonight.
13549,. You're making my life so much better right now.,love,. you're making my life so much better right now.
17277,I'm kinda stressed about meeting new people today,fear,i'm kinda stressed about meeting new people today
14204,I feel really nervous about public speaking still.,fear,i feel really nervous about public speaking still.
11634,Been smiling all day thinking about our reunion tonight,happiness,been smiling all day thinking about our reunion tonight
5018,"I feel so comfortable around you, it's great.",love,"i feel so comfortable around you, it's great."
7654,I feel really down about the news today.,sadness,i feel really down about the news today.
11943,I'm feeling pretty annoyed with myself for forgetting that meeting.,anger,i'm feeling pretty annoyed with myself for forgetting that meeting.
18291,This coffee shop is way better than I thought,surprise,this coffee shop is way better than i thought
5431,Today's surprises have totally made my day amazing again.,happiness,today's surprises have totally made my day amazing again.
8105,My neighbor's noise is getting on my nerves big time.,anger,my neighbor's noise is getting on my nerves big time.
8188,I'm freaking out about meeting my deadline on time.,fear,i'm freaking out about meeting my deadline on time.
1420,I feel pretty surprised about this plot twist.,surprise,i feel pretty surprised about this plot twist.
6697,I'm mildly upset about this minor setback at work today.,anger,i'm mildly upset about this minor setback at work today.
16896,Can't believe my favorite store ran out of stock already.,anger,can't believe my favorite store ran out of stock already.
13391,She makes my life way more enjoyable somehow,love,she makes my life way more enjoyable somehow
14909,I'm kinda sad I missed your call earlier.,sadness,i'm kinda sad i missed your call earlier.
